City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather description
341,Santa Maria,-29.6842,-53.8069,64.4,88,40,3.44,scattered clouds
342,Marsh Harbour,26.5412,-77.0636,75.87,74,41,11.01,scattered clouds
343,Marathon,44.9,-89.7668,28.4,37,20,11.5,few clouds
344,Labuan,5.2767,115.2417,80.6,94,20,2.3,few clouds
345,Inirida,3.8653,-67.9239,74.39,95,100,2.21,overcast clouds
346,Sunrise Manor,36.2111,-115.0731,73.4,5,1,12.66,clear sky
347,Ilinge,-31.9768,27.0427,50.25,90,2,0.83,clear sky
348,Brownsville,25.9018,-97.4975,77.0,83,75,10.36,broken clouds
349,Touros,-5.1989,-35.4608,78.8,89,40,3.44,scattered clouds
350,Dunedin,-45.8742,170.5036,55.0,68,6,24.0,clear sky
351,Ixtapa,20.7,-105.2,77.0,57,20,9.22,few clouds
352,Chekhov,55.1431,37.4711,39.99,99,100,7.61,light rain
353,Portland,45.5234,-122.6762,69.8,32,75,3.4,broken clouds
354,Tosno,59.54,30.8775,35.01,93,0,4.47,clear sky
355,Mineiros,-17.5694,-52.5511,68.36,77,0,3.2,clear sky
356,Vryburg,-26.9566,24.7284,60.89,71,16,2.86,few clouds
357,Tashtagol,52.7657,87.8894,21.15,94,100,1.88,overcast clouds
358,Jinchang,38.4953,102.1739,43.56,48,100,10.94,overcast clouds
359,Tatawin,32.9297,10.4518,51.53,82,0,2.91,clear sky
360,Castrillon,43.3979,-6.7922,69.8,30,0,4.61,clear sky
361,Sur,22.5667,59.5289,79.57,48,23,7.81,few clouds
362,Bom Jesus,-9.0744,-44.3586,72.7,88,89,2.17,overcast clouds
363,Alofi,-19.0595,-169.9187,86.0,74,75,13.8,broken clouds
364,Sept-Iles,50.2001,-66.3821,37.99,81,90,14.97,overcast clouds
365,Languyan,5.2618,120.0807,84.65,68,94,9.57,overcast clouds
366,Pacific Grove,36.6177,-121.9166,78.8,17,1,6.91,clear sky
367,Harlingen,26.1906,-97.6961,72.0,88,90,23.02,overcast clouds
368,Henties Bay,-22.116,14.2845,63.0,91,70,5.01,broken clouds
369,Gaoual,11.75,-13.2,79.43,48,9,3.58,clear sky
370,Nizhnevartovsk,60.9344,76.5531,24.8,80,0,8.95,light snow
371,Wuda,39.4994,106.7117,44.49,66,100,9.4,overcast clouds
372,La Crosse,43.8014,-91.2396,33.8,37,90,16.11,overcast clouds
373,Camalu,30.85,-116.0667,67.98,39,39,5.03,scattered clouds
374,Meulaboh,4.1363,96.1285,74.77,88,100,5.37,overcast clouds
375,Chara,56.9064,118.2631,13.62,69,76,1.21,broken clouds
376,Palmas De Monte Alto,-14.2672,-43.1619,76.91,43,41,3.49,scattered clouds
377,Brae,60.3964,-1.353,33.8,69,20,6.91,few clouds
378,Kantemirovka,49.7089,39.8592,37.62,80,8,6.96,clear sky
379,Ushtobe,45.2514,77.9838,39.52,72,100,2.68,overcast clouds
380,Savinka,50.0785,47.0994,33.94,74,3,9.82,clear sky
381,Locri,38.2414,16.2623,55.0,76,0,4.61,clear sky
382,Lumeje,-11.55,20.7833,62.98,98,95,3.65,light rain
383,Talcahuano,-36.7167,-73.1167,57.2,94,0,5.75,clear sky
384,Redmond,47.674,-122.1215,55.99,63,100,4.43,overcast clouds
385,Oranjestad,12.524,-70.027,80.01,83,20,20.71,few clouds
386,Trinidad,-14.8333,-64.9,73.78,91,100,1.63,heavy intensity rain
387,Gari,59.4307,62.3497,30.18,85,100,12.71,overcast clouds
388,Vao,-22.6667,167.4833,75.27,79,100,18.68,overcast clouds
389,Soyo,-6.1349,12.3689,76.84,88,100,5.3,overcast clouds
390,Berdychiv,49.8993,28.6024,47.88,92,100,9.26,overcast clouds
391,Palembang,-2.9167,104.7458,75.2,100,40,4.61,light rain
392,Neiafu,-18.65,-173.9833,84.2,79,40,9.22,scattered clouds
393,Beloha,-25.1667,45.05,64.27,82,0,6.78,clear sky
394,Tarko-Sale,64.9225,77.785,4.93,82,100,21.59,overcast clouds
395,Tequila,20.8833,-103.8333,80.01,24,37,5.99,scattered clouds
396,Japura,-0.3167,102.35,75.85,86,100,2.39,overcast clouds
397,Katsuura,35.1333,140.3,66.2,59,75,8.05,broken clouds
398,Banda Aceh,5.5577,95.3222,81.34,77,100,16.93,overcast clouds
399,North Bend,43.4065,-124.2243,60.8,63,1,4.61,clear sky
400,Birjand,32.8663,59.2211,46.4,17,0,9.22,clear sky
401,Middle Island,40.8843,-72.9373,55.99,88,90,6.91,moderate rain
402,Luwero,0.8492,32.4731,63.07,98,100,1.88,overcast clouds
403,Tougan,13.0667,-3.0667,79.3,14,32,9.06,scattered clouds
404,Springdale,36.1867,-94.1288,50.0,32,1,6.91,clear sky
405,Pevek,69.7008,170.3133,-1.75,84,100,2.39,overcast clouds
406,Mersing,2.4312,103.8405,78.8,89,20,3.44,few clouds
407,Awjilah,29.1081,21.2869,51.85,62,0,7.81,clear sky
408,Palmer,42.1584,-72.3287,55.99,100,90,4.61,moderate rain
409,Namwala,-15.7504,26.4384,57.6,95,8,4.34,clear sky
410,Leshukonskoye,64.8989,45.7622,30.27,97,99,4.9,overcast clouds
411,Sabang,5.8933,95.3214,80.94,80,100,27.67,overcast clouds
412,Pavlohrad,48.5167,35.8667,37.4,87,0,3.8,mist
413,Beloeil,45.5668,-73.1992,45.0,87,90,12.66,overcast clouds
414,Laukaa,58.7372,29.8453,36.18,90,100,6.11,overcast clouds
415,Bolshaya Sosnova,57.6713,54.6029,32.14,97,100,15.43,snow
416,Port Lincoln,-34.7333,135.8667,79.47,37,3,3.22,clear sky
417,Saint-Joseph,-21.3667,55.6167,78.8,78,0,9.22,light rain
418,Arlit,18.7369,7.3853,70.21,12,0,5.82,clear sky
419,Arequipa,-16.3989,-71.535,59.0,72,0,2.26,clear sky
420,Mazara Del Vallo,37.6641,12.588,52.0,82,0,4.61,clear sky
421,La Paz,-16.5,-68.15,41.0,93,75,6.91,moderate rain
422,Howard Springs,-12.497,131.047,84.2,58,0,12.66,clear sky
423,Maniitsoq,65.4167,-52.9,26.53,95,100,30.6,snow
424,Camacupa,-12.0167,17.4833,61.32,95,99,1.48,overcast clouds
425,Itoman,26.1247,127.6694,78.8,83,40,6.91,scattered clouds
426,Quartucciu,39.2519,9.1794,51.01,87,0,4.61,clear sky
427,La Peca,-5.6111,-78.435,67.91,89,72,3.67,light rain
428,Tapejara,-28.0681,-52.0139,52.2,93,0,5.46,clear sky
429,Noumea,-22.2763,166.4572,81.0,69,0,17.27,light rain
430,Saint Anthony,45.0205,-93.218,30.99,37,1,9.22,clear sky
431,Weihe,32.9952,105.3247,44.08,79,100,7.9,overcast clouds
432,Sinnamary,5.3833,-52.95,76.71,86,100,11.7,overcast clouds
433,Havre-Saint-Pierre,50.2334,-63.5986,33.8,86,75,19.57,broken clouds
434,Lithgow,-33.4833,150.15,64.99,100,3,4.34,clear sky
435,Khorramshahr,30.4397,48.1664,68.0,52,0,4.61,clear sky
436,Suntar,62.1444,117.6319,21.92,90,100,2.42,light snow
437,Marzuq,14.4,46.4667,65.25,19,35,3.98,scattered clouds
438,Airai,-8.9266,125.4092,64.9,93,100,1.34,overcast clouds
439,Holsted,55.5109,8.9187,44.6,87,75,11.5,broken clouds
440,Seduva,55.7667,23.7667,39.2,100,90,12.66,overcast clouds
441,Misratah,32.3754,15.0925,59.63,64,0,7.2,clear sky
442,Sergeyevka,53.88,67.4158,15.71,90,90,15.28,overcast clouds
443,Praia,14.9215,-23.5087,68.0,77,75,12.66,broken clouds
444,Rrogozhine,41.0764,19.6653,41.0,93,0,4.61,clear sky
445,Pochutla,15.7432,-96.4661,84.2,65,40,8.05,scattered clouds
446,Jiayuguan,39.8167,98.3,34.41,86,100,4.41,snow
447,Salas,43.4118,-6.2602,69.8,30,0,4.61,clear sky
448,Uray,60.1247,64.7758,30.45,86,95,12.46,overcast clouds
449,Mayo,38.8876,-76.5119,57.99,100,75,3.83,fog
450,Penzance,50.1186,-5.5371,50.0,93,75,18.41,broken clouds
451,Antalaha,-14.9003,50.2788,74.16,91,30,6.91,light rain
452,Lake Havasu City,34.4839,-114.3224,80.6,4,1,14.97,clear sky
453,Edson,53.5835,-116.4356,51.8,25,1,9.22,clear sky
454,Northam,51.0333,-4.2167,51.01,90,100,1.99,overcast clouds
455,Sinaloa,25.0,-107.5,82.99,39,75,9.22,broken clouds
456,Leningradskiy,69.3833,178.4167,-1.41,85,100,3.13,overcast clouds
457,Luang Prabang,19.8856,102.1347,71.6,73,75,1.45,mist
458,Ikwiriri,-7.9562,38.9716,71.44,95,97,2.15,overcast clouds
459,Am Timan,11.0297,20.2827,78.37,15,7,7.18,clear sky
460,Farah,32.5,62.5,51.1,28,0,3.94,clear sky
461,Morros,-9.4467,-46.3003,74.17,83,100,2.51,overcast clouds
462,Rudnogorsk,57.2639,103.7519,16.03,62,19,12.55,few clouds
463,Constantine,36.365,6.6147,46.4,76,0,3.44,clear sky
464,Khandyga,62.6667,135.6,21.16,86,100,4.25,overcast clouds
465,Margate,51.3813,1.3862,54.0,70,43,7.54,scattered clouds
466,Rafraf,37.1904,10.1837,51.8,100,0,2.3,clear sky
467,Abu Zabad,12.35,29.25,71.29,15,7,10.47,clear sky
468,Beyneu,45.3167,55.2,34.56,55,1,11.56,clear sky
469,Shiyan,32.6475,110.7781,52.7,88,100,2.35,overcast clouds
470,Chute-Aux-Outardes,49.1168,-68.399,35.6,87,90,5.75,overcast clouds
471,Kroya,-7.6331,109.2461,83.14,75,86,0.43,overcast clouds
472,Coihaique,-45.5752,-72.0662,53.6,66,90,6.91,overcast clouds
473,Coquimbo,-29.9533,-71.3436,59.0,88,75,3.44,broken clouds
474,Maldonado,-34.6667,-54.9167,63.0,82,0,3.44,clear sky
475,Kamenka,51.3223,42.7678,37.0,85,86,10.18,overcast clouds
476,Burnie,-41.0667,145.9167,70.45,58,100,11.83,overcast clouds
477,Faanui,-16.4833,-151.75,82.83,69,100,6.6,overcast clouds
478,Viransehir,37.2353,39.7631,48.58,56,0,2.26,clear sky
479,Honningsvag,70.9821,25.9704,33.96,98,100,10.96,light snow
480,Kokopo,-4.352,152.2633,85.3,65,41,6.73,scattered clouds
481,Zelenoborskiy,66.845,32.3622,30.99,100,63,10.49,broken clouds
482,Garchitorena,13.8804,123.6946,83.66,64,37,8.48,scattered clouds
483,Valley,45.1277,-116.1262,44.6,31,1,3.44,clear sky
484,Caliling,9.9804,122.4814,83.07,72,81,12.17,broken clouds
485,Aklavik,68.2191,-135.0107,3.2,72,100,8.05,overcast clouds
486,Eureka,40.8021,-124.1637,68.0,24,1,3.44,clear sky
487,Peruibe,-24.32,-46.9983,68.36,81,48,4.03,scattered clouds
488,Namatanai,-3.6667,152.4333,85.91,64,30,3.8,scattered clouds
489,Vila Velha,-20.3297,-40.2925,71.6,88,75,13.8,moderate rain
490,Westport,41.1415,-73.3579,55.0,93,90,3.44,moderate rain
491,San Cristobal,7.7669,-72.225,77.0,94,40,4.61,scattered clouds
492,Mankachar,25.5333,89.8667,79.12,74,49,9.46,scattered clouds
493,Montepuez,-13.1256,38.9997,63.7,91,43,7.23,scattered clouds
494,Pringsewu,-5.3582,104.9744,74.68,96,100,2.21,overcast clouds
495,Mikhaylovsk,45.1283,42.0256,33.8,100,90,13.42,fog
496,Itarema,-2.9248,-39.9167,76.96,89,100,8.66,overcast clouds
497,Escanaba,45.7453,-87.0646,23.0,54,90,13.8,overcast clouds
498,Kenai,60.5544,-151.2583,33.8,55,90,10.36,overcast clouds
499,San Patricio,28.017,-97.5169,73.4,52,90,19.57,overcast clouds
500,Mildura,-34.2,142.15,82.99,24,5,3.44,clear sky
501,Afua,-0.1567,-50.3867,74.26,95,91,4.74,overcast clouds
502,Poso,-1.3959,120.7524,85.37,66,97,3.0,overcast clouds
503,Lufilufi,-13.8745,-171.5986,84.2,89,75,4.61,light rain
504,Soe,-9.8607,124.284,70.0,93,100,4.05,overcast clouds
505,La Maddalena,41.2142,9.4083,53.6,76,0,6.91,clear sky
506,Murchison,-41.8,172.3333,70.02,37,0,2.59,clear sky
507,Port-Cartier,50.0334,-66.8654,37.99,81,90,14.97,overcast clouds
508,Vestmanna,62.1564,-7.1664,37.4,75,80,9.22,broken clouds
509,Moose Factory,51.2585,-80.6094,12.2,72,90,5.75,overcast clouds
510,Pervomayskiy,53.2485,40.2871,39.0,72,100,14.92,overcast clouds
511,Pangnirtung,66.1451,-65.7125,8.64,96,100,2.48,light snow
512,Mokobeng,-22.9965,27.6678,65.55,57,10,4.85,clear sky
513,Bundaberg,-24.85,152.35,81.0,57,40,17.27,scattered clouds
514,Moche,-8.1711,-79.0092,68.0,88,40,9.22,fog
515,Solnechnyy,50.7214,136.6319,39.79,69,11,4.81,few clouds
516,Quito,-0.2299,-78.5249,59.0,94,75,6.91,light rain
517,Jennings,38.7192,-90.2604,45.0,26,20,18.41,few clouds
518,Monrovia,6.3005,-10.7969,77.0,94,51,4.32,mist
519,Novaya Ladoga,60.1025,32.3019,28.0,99,9,6.89,clear sky
520,Sao Gotardo,-19.3111,-46.0489,64.0,100,5,3.78,clear sky
521,Ust-Ishim,57.6935,71.1665,25.14,84,100,10.98,overcast clouds
522,Marquette,46.5333,-87.6335,21.99,64,100,10.0,overcast clouds
523,Sterling,39.0062,-77.4286,60.8,100,90,3.44,overcast clouds
524,Kinango,-4.1372,39.3153,80.6,83,20,8.05,few clouds
525,Sao Miguel Do Araguaia,-13.275,-50.1628,76.64,66,9,2.62,clear sky
526,Port-Gentil,-0.7193,8.7815,75.88,84,100,6.91,overcast clouds
527,Valuyki,50.2035,38.1067,39.47,83,95,6.93,overcast clouds
528,Ancud,-41.8697,-73.8203,55.99,94,0,3.44,clear sky
529,Nioro,13.35,-15.75,75.25,39,0,10.76,clear sky
530,Goulburn,-34.75,149.7167,69.01,67,0,0.92,clear sky
531,Merta,26.65,74.0333,74.19,12,0,5.44,clear sky
532,Ketchikan,55.3422,-131.6461,41.0,93,90,23.02,heavy intensity rain
533,Wanaka,-44.7,169.15,65.52,38,52,2.91,broken clouds
534,Rivadavia,-33.1905,-68.4608,71.6,53,40,5.75,scattered clouds
535,Galveston,29.3669,-94.9669,66.2,59,90,26.46,overcast clouds
536,Wilmington,34.2257,-77.9447,73.4,78,75,8.05,broken clouds
537,Myskhako,44.6714,37.7433,41.0,81,100,11.18,overcast clouds
538,Poltavka,54.3663,71.7632,10.26,90,25,9.42,scattered clouds
539,Gat,31.61,34.7642,54.0,100,8,3.06,clear sky
540,Geraldton,-28.7667,114.6,77.0,53,0,12.66,clear sky
541,Cheney,47.4874,-117.5758,55.4,24,75,9.22,broken clouds
542,San Pedro,14.35,121.0167,89.01,58,20,8.05,few clouds
543,Russell,32.3502,-85.1999,62.6,94,90,4.61,overcast clouds
544,Ouargaye,11.5033,0.0572,83.98,15,6,11.63,clear sky
545,Copala,16.65,-98.9833,80.76,59,4,4.12,clear sky
546,Karasjok,69.4719,25.5112,35.6,80,90,9.22,overcast clouds
547,Lobva,59.1854,60.5185,31.1,84,100,11.3,overcast clouds
548,Namibe,-15.1961,12.1522,74.39,84,57,3.56,broken clouds
549,Yumen,40.2833,97.2,37.31,56,100,4.14,light rain
550,Vieques,18.425,-65.8329,78.8,73,40,20.71,scattered clouds
551,Kindu,-2.95,25.95,69.03,99,100,2.37,light rain
552,Sao Filipe,14.8961,-24.4956,70.57,75,8,6.11,clear sky
553,San Quintin,30.4833,-115.95,66.04,45,33,5.53,scattered clouds
554,Broome,42.2506,-75.833,43.0,93,90,16.11,light rain
555,Upington,-28.4478,21.2561,71.6,56,75,8.05,broken clouds
556,Lerwick,60.1545,-1.1494,33.8,69,20,6.91,few clouds
557,Cabedelo,-6.9811,-34.8339,78.8,89,20,4.61,few clouds
558,Lahij,13.1667,44.5833,71.69,31,23,1.52,few clouds
559,Dergachi,51.2328,48.7659,29.34,80,51,10.74,broken clouds
560,Kadoma,34.7333,135.5833,62.6,48,0,4.61,clear sky
561,Shintomi,32.0785,131.4723,66.2,68,75,16.11,broken clouds
562,Scarborough,54.2797,-0.4044,44.01,93,100,5.01,overcast clouds
563,Digby,44.6169,-65.7655,55.0,87,100,4.61,overcast clouds
564,Lata,40.1629,-8.3327,62.6,72,20,8.05,few clouds
565,Punta Cardon,11.6581,-70.215,78.03,79,52,30.02,broken clouds
566,Qaqortoq,60.7167,-46.0333,32.0,80,75,8.41,light snow
567,Aksu,41.1231,80.2644,42.28,69,100,13.24,overcast clouds
568,Phangnga,8.4509,98.5298,84.99,89,40,10.36,scattered clouds
569,Hay River,60.8156,-115.7999,32.0,80,100,4.61,overcast clouds
570,Kraslava,55.8951,27.168,44.2,96,100,5.32,overcast clouds
571,Tay Ninh,11.3,106.1,89.24,48,89,9.48,overcast clouds
572,Mogadishu,2.0371,45.3438,80.19,77,42,7.94,scattered clouds
573,Zlobin,45.2924,14.6541,55.4,67,0,3.49,clear sky
574,Alice Springs,-23.7,133.8833,77.0,27,0,11.5,clear sky
575,Warrington,53.3925,-2.5802,50.0,87,75,12.66,broken clouds
576,Madera,37.1666,-119.8343,82.4,18,1,5.75,clear sky
577,Beidao,34.5686,105.8933,46.63,76,100,10.45,overcast clouds
578,Devonport,-41.1667,146.35,71.01,54,100,5.01,overcast clouds
579,Dong Xoai,11.5333,106.9167,88.23,51,37,6.4,scattered clouds
580,Jurado,7.1053,-77.7641,78.58,90,9,1.57,light rain
581,Kihei,20.785,-156.4656,80.6,61,40,21.85,scattered clouds
582,Dvinskoy,62.1535,45.1175,32.85,98,100,7.0,overcast clouds
583,Marsaxlokk,35.8419,14.5431,55.0,94,0,1.14,clear sky
584,Kushima,31.4583,131.2333,66.2,68,75,16.11,broken clouds
585,Zalantun,48.0,122.7167,52.79,33,100,0.6,overcast clouds
586,Thunder Bay,48.4001,-89.3168,23.0,42,20,4.61,few clouds
587,Puerto Del Rosario,28.5004,-13.8627,66.2,72,90,4.61,overcast clouds
588,Zhigalovo,54.8097,105.1578,26.92,61,15,12.37,few clouds
589,Middletown,39.5151,-84.3983,42.8,39,1,13.8,clear sky
590,Mikuni,36.2171,136.1519,62.6,34,20,18.41,few clouds
591,Ust-Maya,60.4167,134.5333,25.54,85,99,3.31,overcast clouds
592,Imperia,43.9667,7.7833,59.0,67,0,5.44,clear sky
593,Sao Carlos,-22.0175,-47.8908,68.0,83,0,6.91,clear sky
594,Birin,26.8865,88.0718,62.4,52,0,3.2,clear sky
595,Muyuka,4.2898,9.4103,78.8,100,40,2.3,scattered clouds
596,Noyabrsk,63.1994,75.4507,27.05,96,100,17.6,light snow
597,Spirit River,55.7833,-118.8361,37.4,65,100,9.22,overcast clouds
598,Surin,14.8818,103.4936,91.99,54,28,7.49,scattered clouds
599,Pokhara,28.2333,83.9833,73.78,31,2,1.95,clear sky
600,Kashan,33.9831,51.4364,59.14,25,69,0.87,broken clouds
601,Hargeysa,9.56,44.065,62.53,31,95,4.45,overcast clouds
602,Antofagasta,-23.65,-70.4,60.8,82,0,8.05,clear sky
603,Natal,-5.795,-35.2094,80.6,78,20,8.05,few clouds
604,Victoria,22.2855,114.1577,81.0,82,88,1.01,overcast clouds
605,Vangaindrano,-23.35,47.6,69.85,88,63,2.59,light rain
606,Chengde,40.9725,117.9361,60.71,28,100,6.04,overcast clouds
607,Plymouth,41.8334,-70.8328,57.2,77,90,9.22,overcast clouds
608,General Roca,-39.0333,-67.5833,69.8,52,0,14.97,clear sky
609,Chitral,35.8462,71.7858,40.12,41,0,10.65,clear sky
610,Ituacu,-13.8133,-41.2967,75.78,68,94,3.67,overcast clouds
611,Kosino,58.4127,51.2782,32.79,97,100,9.69,light snow
612,Tumarbong,10.3766,119.4579,82.87,77,100,9.28,light rain
613,Konstantinovka,49.6167,127.9833,53.71,33,100,14.65,overcast clouds
614,Grindavik,63.8424,-22.4338,41.0,87,90,17.27,overcast clouds
615,Egvekinot,66.3167,-179.1667,1.78,85,100,2.17,overcast clouds
616,Saucillo,28.0167,-105.2833,67.6,20,28,22.41,scattered clouds
617,Alenquer,-1.9417,-54.7383,78.8,94,40,4.61,very heavy rain
618,Shakawe,-18.3667,21.85,64.36,60,93,4.61,overcast clouds
619,Killybegs,54.6333,-8.45,46.99,96,68,1.99,broken clouds
620,Severomuysk,56.1481,113.4267,14.43,71,31,5.86,scattered clouds
621,Avera,33.194,-82.5271,62.6,93,90,6.91,moderate rain
622,Ibaiti,-23.8486,-50.1878,55.9,71,0,3.47,clear sky
623,San Luis,-33.295,-66.3356,61.77,53,1,5.88,clear sky
624,Constitucion,-35.3333,-72.4167,55.6,89,94,9.15,overcast clouds
625,Marienburg,54.0359,19.0266,44.01,67,59,3.98,broken clouds
626,Port Macquarie,-31.4333,152.9167,73.99,83,75,10.36,broken clouds
627,Safita,34.8205,36.1153,52.0,86,69,1.01,broken clouds
628,Albenga,44.0529,8.216,59.0,67,0,2.51,clear sky
629,Pelotas,-31.7719,-52.3425,63.75,66,82,4.38,broken clouds
630,Rohnert Park,38.3396,-122.7011,78.8,18,1,6.91,clear sky
631,Gobabis,-22.45,18.9667,66.42,54,100,6.44,overcast clouds
632,Jijiga,9.35,42.8,63.93,35,51,1.01,broken clouds
633,Samarinda,-0.5,117.15,87.3,64,68,2.86,broken clouds
634,Sangueya,10.7,-14.3667,73.53,80,17,3.91,few clouds
635,Gwadar,25.1216,62.3254,79.48,31,0,4.63,clear sky
636,Pachino,36.7186,15.0907,44.6,81,0,4.61,clear sky
637,Solosolo,-13.875,-171.6418,84.2,89,75,4.61,light rain
638,Ca Mau,9.1769,105.15,88.12,55,100,3.89,overcast clouds
639,Chicama,-7.8447,-79.1469,68.0,88,40,9.22,fog
640,Nevel,56.0209,29.9284,43.16,94,98,5.32,overcast clouds
641,Pahrump,36.2083,-115.9839,69.8,4,1,13.8,clear sky
642,Kuruman,-27.4524,23.4325,62.4,61,50,4.54,scattered clouds
643,Mount Gambier,-37.8333,140.7667,78.8,31,65,12.66,broken clouds
644,Mafinga,-7.25,35.0667,62.71,97,31,2.64,scattered clouds
645,Santa Maria Da Vitoria,-13.3947,-44.1886,79.95,48,92,3.0,overcast clouds
646,Hofn,64.2539,-15.2082,41.22,59,6,15.12,clear sky
647,Cobija,-11.0267,-68.7692,72.48,98,100,1.12,overcast clouds
648,Freeport,40.6576,-73.5832,57.0,94,90,5.75,moderate rain
649,Esna,25.2934,32.554,57.2,47,0,6.42,clear sky
650,Aripuana,-9.1667,-60.6333,72.05,98,97,1.45,light rain
651,Nagato,34.3833,131.2,61.0,67,0,11.5,clear sky
652,Wanxian,30.8039,108.3897,61.52,91,100,6.67,light rain
653,Kem,64.9555,34.5793,33.3,91,100,12.73,overcast clouds
654,Okato,-39.2,173.8833,64.99,62,26,18.01,scattered clouds
655,Kaupanger,61.1845,7.2404,28.99,92,54,1.01,broken clouds
656,Cape Canaveral,28.4058,-80.6048,75.2,88,40,20.71,scattered clouds
657,Talnakh,69.4865,88.3972,-16.01,82,12,5.79,few clouds
658,Hami,42.8,93.45,47.46,24,5,8.16,clear sky
659,Yar-Sale,66.8333,70.8333,10.18,94,100,21.81,snow
660,Ahja,58.2091,27.0734,37.4,81,90,10.36,overcast clouds
661,Kuvshinovo,57.0295,34.1725,37.65,95,100,3.18,overcast clouds
662,Midland,31.9974,-102.0779,59.0,18,1,11.5,clear sky
663,Moree,-29.4667,149.85,77.0,41,0,6.91,clear sky
664,Casino,-28.8667,153.05,71.6,68,90,6.91,overcast clouds
665,Moranbah,-22.0016,148.0466,80.76,43,14,21.07,few clouds
666,Gazojak,41.1875,61.4036,35.89,50,0,11.21,clear sky
667,Los Altos,37.3852,-122.1141,81.0,22,1,9.22,clear sky
668,Dwarka,22.2394,68.9678,78.06,79,0,9.55,clear sky
669,Ugoofaaru,5.6667,73.0,84.38,71,59,9.26,broken clouds
670,Yabelo,4.8833,38.0833,57.78,72,22,4.76,few clouds
671,Sechura,-5.5569,-80.8222,73.18,70,36,17.36,scattered clouds
672,Juneau,58.3019,-134.4197,37.4,87,90,10.36,light snow
673,Phayuha Khiri,15.4553,100.1353,84.99,84,55,4.79,broken clouds
674,Vanimo,-2.6741,141.3028,87.35,59,69,3.02,broken clouds
675,Gladstone,-23.85,151.25,78.8,50,2,13.8,light rain
676,Abu Samrah,35.3029,37.1841,48.99,85,21,12.21,few clouds
677,Swinoujscie,53.9105,14.2471,48.99,81,0,4.61,clear sky
678,Rovaniemi,66.5,25.7167,32.0,74,0,12.66,clear sky
679,Wheatley,51.7473,-1.1394,50.0,87,90,8.61,overcast clouds
680,Puerto Madryn,-42.7692,-65.0385,59.22,86,100,12.46,overcast clouds
681,Najran,17.4924,44.1277,66.2,26,0,1.3,clear sky
682,Ereymentau,51.6199,73.1033,5.18,96,55,4.03,broken clouds
